row_index,id,user_id,trial_index,valence,arousal,centroid_x,centroid_y,inner_radius,outer_radius,radius_std,roundness,bbox_w,bbox_h,bbox_area,aspect_ratio,eccentricity,closure_dist,closure_ratio,linearity,path_length,area,circularity,n_points,duration,mean_speed,median_speed,max_speed,min_speed,speed_std,speed_cv,speed_skew,speed_kurtosis,accel_mean,accel_std,jerk_mean,jerk_std,early_speed_mean,late_speed_mean,early_late_speed_ratio,curvature_mean,curvature_std,curvature_abs_mean,direction_change_count,stroke_count,pause_count
37,38,WvmuvWmO,4.0,10.0,3.0,474.2661405002764,165.17137775510568,59.34184388945513,129.74078537675453,19.688689321184544,0.45738773445167785,211.76470749564265,179.08501625671764,37923.88608445622,1.1824814377104493,0.5389768192768198,36.938219027238574,0.28470784202495464,0.8500305769227938,629.359167934349,27173.950459683314,0.8621156270528887,169,1399.999999999185,0.44954226281051096,0.42237261378390284,0.9476893141718236,0.0,0.19875569745417,0.44212905859298174,-0.24610263194525217,3.705348602119098,0.0016933402173600195,0.06824784829762731,-0.0004094743105484352,0.11184388140872814,0.5067219546116642,0.39578583882567064,1.2802900574338107,0.09785031933465728,0.0930751567344884,0.09785031933465728,2,1,0
38,39,WvmuvWmO,5.0,6.0,-8.0,442.1971975460839,473.2328667489207,60.451497122991206,104.29312045094821,14.30438324444856,0.5796307259923547,166.01307942411034,162.09150111692082,26909.309248896647,1.0241936084259025,0.5064763602344291,0.6536695203342902,0.006267618779723137,0.9540191366736209,518.3206967482841,20889.187385279685,0.9770894144756136,162,1341.6666666682286,0.386325985153551,0.39992171963558415,0.7231028349586324,0.0,0.1686932337001069,0.43666033397431775,-0.7669750166126545,3.197578737437329,0.0006932630489906375,0.05655517544938866,5.854508136510961e-08,0.09325211441708463,0.23655913991006774,0.35162119085267624,0.6727651043195452,0.1320746121117701,0.125689055952724,0.1320746121117701,6,1,0
39,40,b5SRvVpO,1.0,10.0,-8.0,288.7348748347499,351.1073848804598,163.65531290550618,295.4804993762353,34.1584522347447,0.5538616363888159,494.4444783528646,440.00005086263025,217555.5956240071,1.123737320901429,0.6361127244976964,9.162539185948635,0.031008947139628238,0.8229523505655336,1535.513946865908,169338.90089811385,0.9025246447610954,1046,8708.333333332484,0.1763269604056866,0.0,1.3131826928271586,0.0,0.25265990896245105,1.4329057132337586,1.4036584984953924,4.458642855176466,0.0,0.43593383438981187,-5.322258027925008e-19,0.8602415422172768,0.46136439680158947,0.2065068905869639,2.2341247856933646,0.0,0.0,0.0,0,1,0
40,41,WvmuvWmO,6.0,-3.0,6.0,170.75690380228173,181.15117360624427,60.10384929112472,90.05796845357659,8.4178877418305,0.66739068539068,140.52287527923022,163.39873045388538,22961.25942035589,0.8599997985840458,0.5906169471773163,5.845960136511466,0.06491330236396531,0.9013562667426537,497.4034343753674,18709.89789425535,0.9503065492095164,124,1025.0000000011933,0.48527164329247635,0.49604616660824175,0.8188444417388335,0.0,0.175144253931782,0.3609200256241254,-1.2418382700294732,4.931888757603398,0.0026506843777949684,0.06750094591828562,0.0006228133122881479,0.1097344706033202,0.44932336137131035,0.3458004978958625,1.2993678862161069,0.10419595215474321,0.08873446336751331,0.10419595215474321,1,1,0
41,42,b5SRvVpO,2.0,10.0,4.0,334.1821112456146,325.62695361949784,142.7469910724331,320.291570674774,60.71717418429823,0.4456782636261735,563.3333841959635,531.1111450195314,299192.63870804576,1.0606694841156972,0.5863716312688215,27.44238438263928,0.0856793837091156,0.9859894512401425,1720.460412116238,218125.32109389827,0.9260332480772326,288,2391.6666666652745,0.7193562698748039,0.0,4.664761515878953,0.0,0.9505965169560257,1.3214544124588872,1.2499564356327275,4.0567261490495214,0.0,1.688831600417633,-2.103580467710823e-17,3.3524698975976652,2.2914149792136134,0.38662555818645716,5.926687990504108,0.0,0.0,0.0,0,1,0
42,43,WvmuvWmO,7.0,-1.0,-6.0,208.65753232052876,450.1374576527922,53.36134466934481,88.45090675161791,11.107372271684367,0.6032877064696541,135.94773715541038,139.86937031445194,19014.92439160187,0.9719621733462801,0.39667000890316184,17.947090353098673,0.20290453780758322,0.9561297310307515,462.50447724669465,15274.253766136244,0.8973006517406739,126,1041.6666666678793,0.44400429815631004,0.4573271145587243,0.8768893105899941,0.0,0.17692250715768,0.39847025781582657,-0.4842327543395255,4.379192170605113,0.002607886343717384,0.07111049992601158,7.845079652091969e-05,0.1116968161563176,0.40048883257544304,0.3040984901647539,1.3169664715927927,0.10393043569774517,0.07848299108228428,0.10393043569774517,0,1,0
44,45,WvmuvWmO,8.0,-1.0,-9.0,216.50463363324502,488.51952466076455,63.22429621563183,106.26124177646639,15.096472283312853,0.5949892468660579,173.85619489960052,171.24177736456045,29771.443820447024,1.0152674048078476,0.5037443229377042,0.9243313358788199,0.00869866868131717,0.8678196633039386,538.2535930459846,22313.212267405353,0.9678277846444926,119,983.3333333344781,0.5473765353003641,0.6467600038464034,0.8627450335066243,0.0,0.2516273022478363,0.4596969106645389,-1.1554657060595712,3.136510515711215,0.0014989515579831255,0.07781374344855378,0.00015956734352124815,0.12602657772139778,0.5180413967035393,0.2586354777711127,2.0029711244443797,0.09703111083481508,0.0896646237865709,0.09703111083481508,2,1,0
45,46,b5SRvVpO,3.0,-6.0,2.0,277.9326193554154,431.33682584502003,40.11263843324271,136.0994229744905,28.959500363105484,0.29473040778990767,202.22218831380206,148.88890584309894,30108.6403552391,1.358208572819431,0.660795196794474,8.461907784157033,0.062174457460727604,0.911250351371851,581.9288620295456,23482.715898681432,0.8714016800409242,305,2533.3333333332266,0.2297087613275402,0.0,1.4422205101864345,0.0,0.33013357891526585,1.4371832271757827,1.3012492540434584,3.6066930880379964,2.9312819132017335e-18,0.5697159599583852,-8.087717397931604e-18,1.1296236358215814,0.7512782837629438,0.18169006150239925,4.134921539621382,0.0,0.0,0.0,0,1,0
46,47,WvmuvWmO,9.0,-5.0,-8.0,196.50750378569373,462.62909092884667,63.67380613610971,107.40667663798095,14.472514097020543,0.5928291250526738,169.2810430628177,170.58832725163427,28877.369971497938,0.9923366140586618,0.5567646350453298,6.823737831201845,0.06353178447371163,0.8934551562360488,525.5163360962688,21934.937656936236,0.99809947348219,131,1083.3333333345945,0.4850920025498372,0.5022046635571868,0.7998502163906406,0.0,0.2024396675313972,0.4173222120078119,-0.7865128408026001,3.1360484137071474,0.0,0.06839888480173327,-0.0006127380398957744,0.10719744016915475,0.35226924708644525,0.3121515141702385,1.1285164497964875,0.10273754090859244,0.14381260677137345,0.10273754090859244,2,1,0
47,48,WvmuvWmO,10.0,-5.0,-7.0,217.00940113361162,444.8735228337725,49.41202222150743,109.38478884248704,19.036289395712657,0.45172663168605853,167.97385486474218,160.13071196332606,26897.772970715567,1.0489796292369724,0.45060588571026344,16.0230772711874,0.14648359649220025,0.9185931252496767,517.3764766407097,21507.324508371763,1.009678001417023,123,1016.6666666678502,0.5088948950558432,0.4865622482473316,1.1311521779609284,0.0,0.2732546800003137,0.5369570075375355,0.13435910616044372,2.3976128243214387,0.0009166153044023546,0.06966277601444897,0.0002706390967908866,0.11223326588181524,0.2518687363267915,0.28183807209607686,0.8936615297999965,0.11381201160612776,0.12139954430030155,0.11381201160612776,2,1,0
48,49,b5SRvVpO,4.0,10.0,-1.0,284.551631253645,312.60560333860957,63.60749095138274,176.31693844753275,40.50795511048842,0.36075655300872095,302.2221883138021,218.88890584309894,66153.08412151514,1.3807103980429096,0.6464600836598547,8.089048249530139,0.04587788513545013,0.8106747607992288,862.5932898972936,53619.135924916714,0.9055606116573437,451,3750.0000000043656,0.23002487730567717,0.0,1.4727108420884583,0.0,0.3203502701875913,1.3926766267192998,1.2151726818731312,3.5576086009683396,0.0,0.5583585667909665,-9.912705577010326e-18,1.1048598457709793,0.4856551651607419,0.1917681504797385,2.5324989131244764,0.0,0.0,0.0,0,1,0
49,50,b5SRvVpO,5.0,-8.0,-5.0,264.3732432830028,319.52295939127606,36.68280219974981,121.78822106810279,27.079987495391062,0.30120156020044947,166.66666666666669,141.11109415690106,23518.515692816847,1.1811025041117635,0.5986621558604412,10.061537170109728,0.08261502698593007,0.9916932098330272,500.02956888151937,17659.87706125714,0.8875772588517825,234,1941.666666668927,0.2575259582219419,0.0,2.198993121075467,0.0,0.42799505876492244,1.6619491942480853,1.893757445606501,6.156808073409507,0.0,0.7079192296982373,3.844928223810066e-17,1.4039371680388766,1.0902825397019247,0.14814724392343914,7.359402385257883,0.0,0.0,0.0,0,1,0
50,51,b5SRvVpO,6.0,6.0,1.0,302.8104729745903,257.5459671020508,70.54661845834445,172.00867307103007,27.77557535370145,0.41013407753696585,261.11114501953125,218.888905843099,57154.33283676394,1.1928934635302961,0.3552170076680366,18.492588680511336,0.10750962931313887,0.9467693753458962,747.3488905695167,42488.27300837077,0.9559433462817929,136,1125.0000000013097,0.6643101249499082,0.0,4.657136846934841,0.0,0.9246021895862736,1.391823118240133,1.5868783838844296,5.547765877430658,0.0,1.6160880323587539,-0.002241699522147895,3.212076990149155,1.6152764598267817,0.22508868554036035,7.176146059065642,0.0,0.0,0.0,0,1,0
51,52,b5SRvVpO,7.0,-6.0,-8.0,268.90806316507275,474.9077071266612,14.248391933989526,48.29849594496751,11.77828821538893,0.295006949082317,67.77770996093753,71.11114501953125,4819.750562123956,0.9531235918409391,0.4265851287099455,2.4845503037168832,0.05144156676323504,0.907821800897367,231.93258457410417,3721.6043637134135,0.8693937845464984,290,2408.333333336137,0.09630418736629792,0.0,0.6798660765007215,0.0,0.15333883756602854,1.592234374843914,1.4468883130214953,4.111090735194664,0.0,0.25651955241972824,-3.288116971886352e-18,0.5024632135971696,0.20572422921861022,0.2266746704381571,0.9075708426094059,0.0,0.0,0.0,0,1,0
52,53,b5SRvVpO,8.0,-1.0,3.0,291.65296427408856,284.09676885408635,59.47293028033434,147.1499379829746,29.0858043716491,0.4041655137307324,222.2222900390625,192.22223917643228,42716.06618622318,1.1560696149996177,0.5868244041088257,3.513652567562719,0.0238780431424256,0.960601097007133,672.3251090030232,34011.733575519174,0.9455401408197257,405,3366.666666670586,0.19970052742640806,0.0,1.139196689442064,0.0,0.2770042911379729,1.3870984453962054,1.1316813897002889,3.072770932307515,-2.754895842742324e-18,0.4835308407239947,-0.00033168508045670447,0.9576904164446515,0.5249497632451356,0.1814043255221845,2.8937946652560553,0.0,0.0,0.0,0,1,0
53,54,b5SRvVpO,9.0,4.0,-3.0,283.4814975314671,325.12200537787544,103.77142378524121,239.72298211082673,45.57019674149114,0.43288058104193977,348.8889567057292,318.8888804117839,111256.80879192532,1.0940768968024408,0.5059816331229451,4.581158568909619,0.019110218505423465,0.9885779023375504,1076.1572578062753,88743.21745884418,0.9629274259806457,300,2491.6666666695673,0.4319025783832866,0.0,2.748745472221777,0.0,0.6087011386051315,1.4093482397897314,1.2920573130479696,3.8109173215121026,0.0,1.0572854220639762,-5.0838495403710875e-17,2.098735994027283,1.2518501046370576,0.2430653068533251,5.150241186625955,0.0,0.0,0.0,0,1,0
